Indicateurs: Clé;Indicateurs: Description;Indicateurs: Unité;Indicateurs: Source;Indicateurs: Date de mise à jour;Indicateurs: Commentaire;Indicateurs: Méthodologie;Indicateurs: Nom complet;Date;Fréquence;Milieu: Clé;Milieu: Code;Milieu: Nom;Sexe: Clé;Sexe: Code;Sexe: Nom;Régions: Clé;Régions: ISO;Régions: Nom;Faits: Valeur
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;61;TN-71;Gouvernorat de Gafsa;4
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;61;TN-71;Gouvernorat de Gafsa;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;61;TN-71;Gouvernorat de Gafsa;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;61;TN-71;Gouvernorat de Gafsa;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;52;TN-82;Gouvernorat de Medenine;16
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;52;TN-82;Gouvernorat de Medenine;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;52;TN-82;Gouvernorat de Medenine;4
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;52;TN-82;Gouvernorat de Medenine;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;53;TN-83;Gouvernorat de Tataouine;5
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;53;TN-83;Gouvernorat de Tataouine;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;7
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;51;TN-81;Gouvernorat de Gabès;17
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;51;TN-81;Gouvernorat de Gabès;4
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;51;TN-81;Gouvernorat de Gabès;5
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;51;TN-81;Gouvernorat de Gabès;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;42;TN-42;Gouvernorat de Kasserine;2
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;42;TN-42;Gouvernorat de Kasserine;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;42;TN-42;Gouvernorat de Kasserine;2
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;42;TN-42;Gouvernorat de Kasserine;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;43;TN-43;Gouvernorat de Sidi Bouzid;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;43;TN-43;Gouvernorat de Sidi Bouzid;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;34;TN-61;Gouvernorat de Sfax;6
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;34;TN-61;Gouvernorat de Sfax;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;41;TN-41;Gouvernorat de Kairouan;12
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;41;TN-41;Gouvernorat de Kairouan;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;41;TN-41;Gouvernorat de Kairouan;11
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;41;TN-41;Gouvernorat de Kairouan;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;33;TN-53;Gouvernorat de Mahdia;11
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;33;TN-53;Gouvernorat de Mahdia;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;33;TN-53;Gouvernorat de Mahdia;14
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;33;TN-53;Gouvernorat de Mahdia;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;34;TN-61;Gouvernorat de Sfax;12
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;34;TN-61;Gouvernorat de Sfax;3
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;31;TN-51;Gouvernorat de Sousse;13
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;31;TN-51;Gouvernorat de Sousse;8
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;31;TN-51;Gouvernorat de Sousse;7
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;31;TN-51;Gouvernorat de Sousse;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;32;TN-52;Gouvernorat de Monastir;25
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;32;TN-52;Gouvernorat de Monastir;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;23;TN-33;Gouvernorat du Kef;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;23;TN-33;Gouvernorat du Kef;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;24;TN-34;Gouvernorat de Siliana;3
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;24;TN-34;Gouvernorat de Siliana;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;24;TN-34;Gouvernorat de Siliana;3
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;24;TN-34;Gouvernorat de Siliana;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;22;TN-32;Gouvernorat de Jendouba;2
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;22;TN-32;Gouvernorat de Jendouba;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;22;TN-32;Gouvernorat de Jendouba;5
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;22;TN-32;Gouvernorat de Jendouba;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;23;TN-33;Gouvernorat du Kef;3
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;23;TN-33;Gouvernorat du Kef;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;17;TN-23;Gouvernorat de Bizerte;10
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;17;TN-23;Gouvernorat de Bizerte;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;21;TN-31;Gouvernorat de Bèja;2
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;21;TN-31;Gouvernorat de Bèja;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;21;TN-31;Gouvernorat de Bèja;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;21;TN-31;Gouvernorat de Bèja;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013309;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013299;2;Masculin;16;TN-22;Gouvernorat de Zaghouan;1
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013279;3;Rural;28013309;3;Féminin;16;TN-22;Gouvernorat de Zaghouan;0
28013379;;Number;National Institute of Statistics;2016-08-25 02:11:51;;;Nombre des emigrants venant ou quittant la Tunisie pour l'acquisition de logement ou meilleur condition de vie;2014-01-01 00:00:00;Annuel;28013269;2;Communal;28013299;2;Masculin;17;TN-23;Gouvernorat de Bizerte;15
